time,102.40,68.27,51.20,40.96,34.13,29.26,25.60,22.76,20.48,18.62,17.07,15.75,14.63,13.65
0.001,350.0441721860525,350.0441111650581,350.0440800287671,350.0440621649993,350.04405125814344,350.04404400747256,350.0440391005185,350.0440355117411,350.0440329299952,350.0440309079906,350.04402939874444,350.04402815119863,350.0440271998758,350.04402637666277
0.009,350.01016945089486,350.0101584343054,350.0101561270529,350.01015373839306,350.01015407469566,350.01015327065545,350.0101539384579,350.01015351989923,350.01015414400507,350.0101538437385,350.01015437492305,350.0101541221749,350.0101545701708,350.0101543433042
0.073,350.0056946768075,350.0056830786618,350.0056817895816,350.0056792998792,350.0056803508876,350.0056795002561,350.0056806892634,350.00568022772086,350.0056812515017,350.0056809056347,350.0056817557416,350.0056814549824,350.00568216537766,350.0056818891899
0.585,350.00565851363604,350.0056554751975,350.0056609885841,350.0056637104195,350.00566880973935,350.00567113838247,350.0056748838459,350.005676500621,350.0056792482372,350.0056803421631,350.00568241492,350.00568315607296,350.0056847670088,350.00568526983966
4.681,350.0057727570331,350.00583144593736,350.0058828897883,350.0059188201432,350.0059480727341,350.0059682369992,350.0059853427102,350.0059971067302,350.00600762702794,350.00601472679097,350.00602144829355,350.0060258016537,350.0060302028359,350.00603285736554
37.449,350.00643161942014,350.0067182877951,350.006894080891,350.00699682521054,350.007062182349,350.00710188572464,350.00712923308726,350.0071460131076,350.00715845687955,350.0071657553988,350.0071716226737,350.00717460259983,350.0071773109905,350.00717819367316
100.0,350.007177327646,350.00756222195264,350.0077583721484,350.00786053295906,350.0079209660869,350.00795612689546,350.007980079908,350.00799478297967,350.00800606233923,350.00801301157645,350.0080189938775,350.0080225279217,350.00802598817205,350.00802785129196
200.0,350.0077916283407,350.0081594676315,350.0083336886461,350.0084246605219,350.00848053359744,350.00851475372235,350.0085392615002,350.008555369209,350.0085682039748,350.00857686144667,350.0085843944757,350.0085894673332,350.0085942604418,350.0085974154336
300.0,350.00814301873646,350.0084798234601,350.0086427071515,350.0087314519546,350.0087876921696,350.0088231058425,350.00884871413115,350.00886590070354,350.00887953781165,350.00888894020545,350.0088969991886,350.0089025776443,350.00890771477503,350.00891122118907
400.0,350.0083688153014,350.0086868895281,350.00884701868057,350.008936505966,350.0089936141132,350.009029817072,350.0090558759836,350.00907345862,350.0090872842238,350.00909688944245,350.009105018861,350.00911070965,350.0091158641199,350.0091194379622
500.0,350.00853008175375,350.0088400710217,350.00900052181646,350.009090962165,350.009148549182,350.00918510561485,350.00921127257914,350.0092289858368,350.00924281269374,350.00925247678225,350.0092605774703,350.00926630148604,350.0092714204463,350.00927501716836
600.0,350.0086547163398,350.0089629804721,350.00912435334374,350.00921544596326,350.0092732458188,350.0093099801137,350.0093361623745,350.0093539484733,350.0093677527492,350.00937746052773,350.0093855330185,350.0093912899586,350.0093963820872,350.0094000065193
700.0,350.00875579544214,350.00906630022547,350.00922849797445,350.0093200158768,350.0093779301192,350.00941479700816,350.0094409889644,350.0094588474624,350.00947264180206,350.00948240116844,350.0094904604714,350.00949625888427,350.00950133750587,350.00950499713935
800.0,350.0088393885039,350.0091556274133,350.0093184992447,350.00941033317287,350.00946833616376,350.00950532839886,350.0095315408683,350.0095494764292,350.0095632738023,350.00957309016974,350.0095811468807,350.00958699070435,350.00959206430866,350.009595762071
900.0,350.0089078872737,350.0092342859552,350.0093978079156,350.00948991131287,350.00954799917326,350.0095851119567,350.0096113514573,350.0096293646764,350.00964317120423,350.0096530444793,350.0096611034626,350.0096669924486,350.0096720648447,350.0096757999214
1000.0,350.0089614019716,350.00930440851266,350.00946873548673,350.00956109082443,350.00961925899355,350.00965648412466,350.0096827518593,350.00970083729305,350.0097146543332,350.0097245811808,350.0097326437804,350.0097385745959,350.00974364685817,350.00974741635963
1100.0,350.0089983131116,350.0093673882949,350.0095329018949,350.00962551140054,350.0096837547104,350.0097210795835,350.00974737243,350.0097655227388,350.009779349488,350.00978932370253,350.0097973891791,350.00980335726285,350.0098084291134,350.0098122291191
1200.0,350.0090154524947,350.0094240816609,350.00959147828047,350.0096843697177,350.0097426833383,350.0097800946379,350.00980640826646,350.00982461389304,350.0098384475177,350.0098484627817,350.00985652991614,350.0098625301916,350.009867600717,350.00987142719146
1300.0,350.0090081095655,350.0094748947044,350.0096453181598,350.0097385638653,350.00979694935626,350.00983443439173,350.009860763773,350.009879016097,350.00989285419973,350.0099029038383,350.0099109708489,350.0099169983036,350.00992206654115,350.00992591533577
1400.0,350.0089699651601,350.00951981095614,350.0096950364824,350.00978878162067,350.00984725309115,350.0098848022785,350.00991114343515,350.0099294336155,350.00994327375435,350.0099533513702,350.0099614170333,350.0099674669112,350.0099725319863,350.0099763993324
1500.0,350.0088929941498,350.0095583740327,350.0097410507165,350.0098355537814,350.009894146156,350.009931755154,350.00995810608305,350.00997642649975,350.0099902664429,350.0100003667145,350.0100084297695,350.0100144975969,350.01001955890104,350.01002344125624
1600.0,350.0087673634929,350.00958964773,350.0097835982508,350.0098792859215,350.0099380689268,350.0099757407914,350.0100021017368,350.01002044644264,350.0100342854176,350.01004440292576,350.01005246256386,350.0100585444867,350.01006360164257,350.0100674958955
1700.0,350.0085813316359,350.0096121510808,350.00982273543264,350.0099202763301,350.00997937164817,350.01001712369657,350.01004349945845,350.0100618640396,350.01007570102155,350.0100858314991,350.01009388752755,350.01009997988075,350.0101050327093,350.0101089359869
1800.0,350.008321159542,350.00962377486127,350.0098583223813,350.0099587233046,350.0100183312544,350.01005619975825,350.01008260155743,350.010100983901,350.0101148200831,350.01012496003483,350.0101330123309,350.0101391119545,350.0101441607829,350.01014807043276
1900.0,350.0079710321872,350.009621687386,350.0098899937524,350.0099947223171,350.01005515833555,350.01009320941915,350.0101196588823,350.0101380615688,350.01015189941154,350.0101620458571,350.01017009502334,350.01017619932355,350.0101812444424,350.01018515806345
2000.0,350.00751299336633,350.0096022264474,350.0099171181735,350.0100282555344,350.0100899988884,350.0101283445975,350.010154879094,350.01017330989373,350.0101871539809,350.010197305786,350.0102053531576,350.01021145972294,350.0102165018086,350.01022041745506
2100.0,350.0069268913101,350.00956078279097,350.0099387453129,350.0100591738879,350.010122931788,350.0101617488045,350.01018843037207,350.0102069057781,350.01022076581,350.01023092358867,350.0102389712334,350.01024507865486,350.0102501188523,350.01025403460415
